station;date;Location;Sub-district;District;Province;GWL_max;GWL_min;GWL_rata;SM_max;SM_min;SM_rata;Total;Status;longitude;latitude
BRG_150611_01;2018-10-31;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-2.237;-2.3;-2.28;7.9;0;17.64;0.1;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-01;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-2.112;-2.237;-2.174;51.2;19;23.719;8.6;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-02;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.981;-2.11;-2.047;46.5;29.3;33.225;2.95;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-03;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.868;-1.981;-1.927;32.4;26.9;29.158;0.05;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-04;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.788;-1.873;-1.831;41.7;26.2;29.465;2.1;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-05;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.714;-1.795;-1.753;39.1;27.5;30.348;2.35;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-06;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.639;-1.717;-1.679;29.8;26.4;27.887;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-07;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.575;-1.646;-1.612;38.9;26.4;29.946;3.2;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-08;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.436;-1.583;-1.55;39.3;25.9;27.259;11.95;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-09;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.833;-1.424;-0.904;37;27.8;30.517;1.75;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-10;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.894;-0.933;-0.919;37;26.1;28.206;4.9;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-11;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.904;-0.926;-0.916;32.9;26.8;28.778;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-12;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.804;-0.938;-0.92;42.1;26.2;28.406;12.2;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-13;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.811;-0.874;-0.846;33.5;27.7;30.371;0.8;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-14;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.835;-0.887;-0.869;37.2;27.5;29.627;0.75;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-15;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.877;-0.918;-0.899;36.2;27.5;30.115;1.15;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-16;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.913;-0.938;-0.93;28.1;26;26.989;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-17;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.933;-0.965;-0.945;38;26;29.747;1.2;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-18;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.953;-0.965;-0.957;38.8;27.4;30.766;3.2;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-19;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.955;-0.967;-0.963;28.9;26.5;27.923;0.5;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-20;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.965;-0.984;-0.973;36.5;26.1;28.798;0.6;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-21;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.974;-0.989;-0.981;32.5;27.1;29.288;2.45;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-22;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.977;-0.994;-0.986;34.8;27.1;30.023;1.1;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-23;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.984;-0.999;-0.993;27.6;25.8;26.567;0.35;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-24;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.994;-1.006;-1.001;27.8;25.2;26.232;0.75;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-25;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.996;-1.014;-1.005;27.1;25.5;26.217;0.05;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-26;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.004;-1.016;-1.009;25.9;24.5;25.303;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-27;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.006;-1.023;-1.014;24.8;23.6;24.296;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-28;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.009;-1.023;-1.017;36.3;22.8;25.491;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-29;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.014;-1.026;-1.018;27.2;25.1;26.22;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-11-30;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.014;-1.026;-1.019;37.9;24.6;28.563;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-01;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.009;-1.023;-1.016;36.1;26.4;29.424;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-02;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.004;-1.018;-1.012;30.8;26.4;28.346;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-03;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.004;-1.016;-1.012;33.4;26.4;28.5;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-04;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.006;-1.018;-1.012;26.5;25.4;25.943;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-05;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.009;-1.028;-1.019;30.5;24.9;26.238;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-06;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.018;-1.036;-1.027;33.9;25.4;28.157;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-07;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.026;-1.043;-1.034;28.9;25.5;26.964;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-08;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.033;-1.043;-1.038;29.1;24.6;25.969;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-09;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.036;-1.048;-1.04;31.2;26;27.261;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-10;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.957;-1.048;-1.034;38.3;25.4;28.576;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-11;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.955;-0.977;-0.965;29.2;26.4;27.853;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-12;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.891;-0.977;-0.92;36.8;30.4;33.628;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-13;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.867;-0.896;-0.882;30.1;26.5;27.658;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-14;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.877;-0.916;-0.901;27.8;25.8;26.431;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-15;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.911;-0.962;-0.937;25.8;24.7;25.336;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-16;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.955;-0.989;-0.979;25.2;23.7;24.466;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-17;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.982;-1.006;-0.989;37.3;23.7;29.894;1.45;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-18;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.989;-1.006;-0.998;34.7;25.1;27.082;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-19;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.994;-1.014;-1.006;33.7;25.8;27.883;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-20;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.948;-1.014;-0.991;35.4;25.8;30.65;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-21;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.965;-0.984;-0.975;34.8;27.1;29.092;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-22;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.962;-0.977;-0.969;28.2;25.9;27.055;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-23;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.965;-0.982;-0.973;26.2;25.2;25.646;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-24;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.972;-0.989;-0.981;31.1;25.2;26.399;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-25;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.977;-0.989;-0.985;25.6;24.6;25.037;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-26;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.982;-0.999;-0.991;24.7;23.2;23.968;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-27;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.987;-1.009;-0.998;35;22.7;24.069;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-28;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.999;-1.016;-1.007;26.1;23.1;24.422;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-29;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.006;-1.023;-1.014;38.1;25.6;29.033;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-30;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.009;-1.023;-1.016;25.7;24;24.726;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2018-12-31;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.009;-1.023;-1.015;45.9;23.9;28.256;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-01;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.009;-1.033;-1.018;43.4;26.5;30.411;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-02;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.014;-1.028;-1.021;27.9;25.8;27.007;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-03;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.023;-1.038;-1.03;43;24.7;27.608;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-04;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.033;-1.043;-1.038;29.7;28.1;28.709;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-05;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.036;-1.05;-1.044;28.1;26.4;27.279;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-06;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.043;-1.058;-1.051;26.5;25.7;26.187;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-07;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.05;-1.067;-1.061;41.5;25.8;28.905;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-08;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.058;-1.077;-1.067;37.9;25.8;29.219;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-09;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.065;-1.077;-1.072;47.9;26.1;31.411;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-10;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.067;-1.077;-1.072;33.6;28.2;30.526;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-11;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.06;-1.075;-1.067;28.8;27.2;27.884;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-12;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.06;-1.075;-1.067;27.7;26.1;27.253;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-13;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.06;-1.077;-1.067;26.2;25.4;25.773;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-14;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-1.065;-1.079;-1.072;25.7;24.9;25.289;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-15;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.811;-1.079;-0.895;53.3;24.9;36.796;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-16;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.852;-0.928;-0.887;30.5;28.2;29.293;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-17;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.901;-0.965;-0.939;36.6;27.1;29.085;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-18;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.891;-0.962;-0.923;29.6;28.2;28.721;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-19;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.957;-0.996;-0.969;28.3;26.8;27.52;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-20;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.965;-0.994;-0.975;27;25.6;26.48;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-21;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.974;-0.994;-0.983;25.9;25;25.555;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-22;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.982;-1.016;-0.992;25.7;23.5;24.77;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-23;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.987;-1.009;-1;47.9;23;26.633;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-24;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.916;-0.987;-0.951;31.9;27.9;29.606;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-25;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.918;-0.962;-0.944;28.2;26.8;27.509;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-26;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.938;-0.987;-0.963;26.9;25.4;26.275;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-27;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.957;-0.977;-0.968;49.8;25.5;29.044;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-28;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.953;-0.989;-0.965;43;32.6;36.267;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-29;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.623;-0.989;-0.89;48.3;31.3;35.874;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-30;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.623;-0.755;-0.692;44.2;32.3;35.747;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-01-31;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.755;-0.823;-0.783;36;30.3;31.854;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-01;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.804;-0.845;-0.823;30.3;29;29.717;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-02;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.816;-0.855;-0.836;29.1;27.7;28.533;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-03;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.823;-0.862;-0.842;39.6;27.7;30.584;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-04;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.83;-0.874;-0.853;28.5;27.7;28.196;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-05;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.845;-0.887;-0.87;39.2;27.4;28.973;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-06;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.852;-0.896;-0.877;32.9;27.6;29.607;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-07;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.874;-0.916;-0.894;27.9;26.9;27.47;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-08;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.891;-0.933;-0.911;43;26.7;28.558;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-09;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.843;-0.926;-0.894;42.8;30.9;34.86;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-10;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.843;-0.911;-0.874;46.8;31;34.149;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-11;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.852;-0.926;-0.891;34.1;30.5;32.327;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-12;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.916;-0.957;-0.939;30.4;28.9;29.583;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-13;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.945;-0.989;-0.958;37.3;28.7;31.13;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-14;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.953;-0.974;-0.963;43;29.3;30.692;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-15;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.933;-0.984;-0.953;44.4;33.1;37.132;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-16;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.953;-0.972;-0.962;39.4;32.4;34.833;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-17;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.957;-0.977;-0.968;39.1;30.7;33.193;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-18;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.955;-0.989;-0.968;39.4;31.6;35.387;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-19;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.906;-0.974;-0.949;39.6;31.3;33.96;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-20;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.872;-0.955;-0.909;40.4;31.6;34.615;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-21;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.855;-0.928;-0.898;31.6;29.5;30.629;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-22;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.857;-0.926;-0.893;29.9;28.2;29.122;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-23;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.872;-0.926;-0.897;28.5;27.6;28.162;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-24;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.821;-0.894;-0.851;46.8;27.9;35.162;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-25;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.835;-0.901;-0.869;31.1;28.8;30.16;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-26;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.85;-0.918;-0.888;42.2;28.9;32.304;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-27;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.42;-0.857;-0.579;83.9;39.6;66.445;0.15;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-02-28;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.408;-0.464;-0.428;84.3;82.5;83.34;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-03-01;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.398;-0.427;-0.415;83.8;82.3;83.163;0.1;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-03-02;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.425;-0.474;-0.442;83.4;81.4;82.895;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-03-03;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.469;-0.528;-0.501;83.4;78.1;82.399;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-03-04;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.53;-0.611;-0.575;68.3;38.3;48.715;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-03-05;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.603;-0.684;-0.65;38.3;33.1;34.982;0;BAHAYA;103.321105;-0.9080600000000001
BRG_150611_01;2019-03-06;Bram Itam Kanan;BRAM ITAM;TANJUNG JABUNG BARAT;JAMBI;-0.681;-0.733;-0.708;36.4;31.7;33.16;0.45;BAHAYA;103.321105;-0.9080600000000001
